antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Income_<=50K', 'Sex_Female'})",frozenset({'Native-country_Un***********'}),0.29056131755876374,0.8909678428102361,0.2609058216500756,0.8979372197309418,1.0078222541665738,1.0,0.002025031340643857,1.0682851956642074,0.0109403978229357,0.283401268115942,0.06392038000840312,0.5953856908833124
frozenset({'Sex_Female'}),"frozenset({'Native-country_Un***********', 'Income_<=50K'})",0.3268358784593735,0.6706103090634283,0.2609058216500756,0.7982777866369001,1.1903750596255696,1.0,0.04172631218341802,1.632887550880033,0.23757748057549294,0.3542315312765356,0.3875879576269307,0.5936675324728761
"frozenset({'Native-country_***********', 'Sex_Male'})",frozenset({'Income_<=50K'}),0.06921352999426696,0.7574399332881638,0.052118621983634754,0.753012048192771,0.9941541435818274,1.0,-0.00030646955786113594,0.9820724652235315,-0.006277826891694474,0.06729022273063723,-0.018254798307972095,0.4109104829142483
"frozenset({'Native-country_***********', 'Income_<=50K'})",frozenset({'Sex_Male'}),0.07854276332933757,0.6731641215406264,0.052118621983634754,0.6635700066357001,0.985747732836728,1.0,-0.0007535482963321044,0.9714825815350612,-0.015448328523063349,0.07449899426357745,-0.029354533994709255,0.37049667875916314
"frozenset({'Native-country_Un***********', 'Sex_Male'})",frozenset({'Income_<=50K'}),0.5974878824203887,0.7574399332881638,0.4097044874133528,0.6857117934403351,0.9053018771581717,1.0,-0.04285669438763273,0.7717759102926702,-0.20627215516491176,0.43344728716365244,-0.2957128962742352,0.613309347487387
"frozenset({'Native-country_Un***********', 'Income_<=50K'})",frozenset({'Sex_Male'}),0.6706103090634283,0.6731641215406264,0.4097044874133528,0.6109427216911479,0.9075687520198247,1.0,-0.041726312183417935,0.8400713639905634,-0.23617052401818878,0.4386229215489343,-0.1903750596255691,0.6097838414897363
"frozenset({'Sex_Male', 'Income_<=50K'})",frozenset({'Native-country_Un***********'}),0.4668786157294001,0.8909678428102361,0.4097044874133528,0.8775396293815585,0.9849285094439287,1.0,-0.006269345697299977,0.8903464577082095,-0.02790200682868082,0.4321130167106421,-0.12315828444361254,0.6686908442315807
frozenset({'Sex_Male'}),"frozenset({'Native-country_Un***********', 'Income_<=50K'})",0.6731641215406264,0.6706103090634283,0.4097044874133528,0.6086249612883246,0.9075687520198247,1.0,-0.041726312183417935,0.8416216118964905,-0.23757748057549255,0.4386229215489343,-0.1881824157849551,0.6097838414897363
"frozenset({'Native-country_Un***********', 'Income_>50K'})",frozenset({'Sex_Male'}),0.22035753374680772,0.6731641215406264,0.187783395007036,0.8521759697256386,1.2659260089134274,1.0,0.03944660937750724,2.21097935060197,0.26943685856337424,0.26608079166974374,0.5477117415285964,0.5655661514778704
"frozenset({'Sex_Male', 'Income_>50K'})",frozenset({'Native-country_Un***********'}),0.20628550581122634,0.8909678428102361,0.187783395007036,0.9103082364830722,1.021707173641457,1.0,0.003989642891389228,1.2156317694565786,0.026767790617864193,0.2064756446991404,0.17738247294488857,0.5605358087943293
frozenset({'Income_>50K'}),"frozenset({'Native-country_Un***********', 'Sex_Male'})",0.24256006671183614,0.5974878824203887,0.187783395007036,0.7741727546196819,1.2957128962742357,1.0,0.042856694387632815,1.7823895292250336,0.30130981966658954,0.28789452656811826,0.43895541148359934,0.5442304805896735
"frozenset({'Race_White', 'Sex_Male', 'Education_Bachelors'})",frozenset({'Workclass_Private'}),0.10371605774743316,0.6967217386772294,0.06811903893261062,0.65678391959799,0.9426775183517828,1.0,-0.004142193149928933,0.883636515420664,-0.06353427863969542,0.09301829051313072,-0.13168704840580292,0.3772773577642852
"frozenset({'Race_White', 'Workclass_Private', 'Education_Bachelors'})",frozenset({'Sex_Male'}),0.09454318027831345,0.6731641215406264,0.06811903893261062,0.7205071664829107,1.070329126920688,1.0,0.004475962032902667,1.1693891193792971,0.07256883278985475,0.09737018550249572,0.14485265560637983,0.41084974304325156
"frozenset({'Sex_Male', 'Workclass_Private', 'Education_Bachelors'})",frozenset({'Race_White'}),0.07551988325428675,0.8543284515557409,0.06811903893261062,0.9020013802622499,1.0558016400129202,1.0,0.0036002540103054897,1.4864653077164192,0.057169850401788874,0.07904923188581106,0.32726314242997767,0.49086769842785505
"frozenset({'Workclass_Private', 'Education_Bachelors'})","frozenset({'Race_White', 'Sex_Male'})",0.10720800542033669,0.5907645801845,0.06811903893261062,0.6353913466212932,1.075540694099934,1.0,0.004784346618047816,1.1223963447473115,0.07866903748328953,0.10815059991725279,0.10904912985516443,0.37534895959207576
"frozenset({'Race_White', 'Workclass_Private', 'Education_Bachelors'})",frozenset({'Native-country_Un***********'}),0.09454318027831345,0.8909678428102361,0.08755928493250638,0.9261300992282248,1.039465236261594,1.0,0.0033243515475181867,1.4760024861360541,0.041931171248214764,0.09751001218875152,0.32249436610513776,0.5122022242265721
"frozenset({'Race_White', 'Native-country_Un***********', 'Education_Bachelors'})",frozenset({'Workclass_Private'}),0.1334757909000886,0.6967217386772294,0.08755928493250638,0.6559937524404529,0.9415433967740102,1.0,-0.00543620017472167,0.8816068413707324,-0.06685898972664538,0.1179030107375956,-0.134292468108787,0.39083350099580993
"frozenset({'Native-country_Un***********', 'Workclass_Private', 'Education_Bachelors'})",frozenset({'Race_White'}),0.09469953614426435,0.8543284515557409,0.08755928493250638,0.9246009906439184,1.0822547100710629,1.0,0.0066547768553300995,1.9320087848410101,0.08395345011925309,0.1016395426220582,0.4824040098335824,0.5135450048387967
"frozenset({'Race_White', 'Education_Bachelors'})","frozenset({'Native-country_Un***********', 'Workclass_Private'})",0.1430656173450774,0.6157294001146609,0.08755928493250638,0.6120218579234973,0.9939786175705216,1.0,-0.0005304218124117521,0.990443940549536,-0.007019598581197696,0.13044491031912417,-0.009648258785007042,0.37711301123701524
"frozenset({'Workclass_Private', 'Education_Bachelors'})","frozenset({'Race_White', 'Native-country_Un***********'})",0.10720800542033669,0.7825611090842758,0.08755928493250638,0.8167233835683033,1.043654449585417,1.0,0.0036624693080546528,1.1863973438027708,0.04685128429655573,0.10914760914760914,0.15711207107503264,0.4643057477282076
"frozenset({'Native-country_Un***********', 'Education_Bachelors'})","frozenset({'Race_White', 'Workclass_Private'})",0.1454630739563246,0.5960806796268306,0.08755928493250638,0.6019347903977068,1.0098210040535807,1.0,0.0008515569480124774,1.0147064114865125,0.01138100611066564,0.13388587822760598,0.01449326753042593,0.3744132288965014
"frozenset({'Race_White', 'Income_<=50K', 'Education_Bachelors'})",frozenset({'Workclass_Private'}),0.08140928753843749,0.6967217386772294,0.05310887580132381,0.6523687580025608,0.9363404667710303,1.0,-0.0036107445569308616,0.8724137093667912,-0.06891251439022329,0.07325138379699518,-0.1462451693082776,0.36429778414789915
"frozenset({'Income_<=50K', 'Workclass_Private', 'Education_Bachelors'})",frozenset({'Race_White'}),0.06196904153854172,0.8543284515557409,0.05310887580132381,0.8570227081581161,1.0031536543087953,1.0,0.00016696049930807477,1.0188439476483773,0.003351424610367158,0.061526385702209876,0.018495420905106686,0.4595935893157589
"frozenset({'Native-country_Un***********', 'Sex_Male', 'Education_Bachelors'})",frozenset({'Workclass_Private'}),0.10283004117371136,0.6967217386772294,0.06665971751706885,0.6482513938165232,0.9304308417981471,1.0,-0.004984207557730422,0.8622017429248222,-0.07692948191267868,0.09095434504337932,-0.15982136223446822,0.37196381779395876
"frozenset({'Native-country_Un***********', 'Workclass_Private', 'Education_Bachelors'})",frozenset({'Sex_Male'}),0.09469953614426435,0.6731641215406264,0.06665971751706885,0.7039075399009356,1.0456700192071269,1.0,0.002911387458210346,1.1038304668414158,0.04824405400916374,0.09506466478370747,0.09406378058989816,0.40146600283990724
"frozenset({'Sex_Male', 'Workclass_Private', 'Education_Bachelors'})",frozenset({'Native-country_Un***********'}),0.07551988325428675,0.8909678428102361,0.06665971751706885,0.8826777087646653,0.990695361103693,1.0,-0.0006260699552838866,0.9293387986351056,-0.01005708155869783,0.07408050970170867,-0.07603384413593042,0.4787474533878898
"frozenset({'Workclass_Private', 'Education_Bachelors'})","frozenset({'Native-country_Un***********', 'Sex_Male'})",0.10720800542033669,0.5974878824203887,0.06665971751706885,0.6217792902284881,1.0406559003501397,1.0,0.002604233379958326,1.0642254831121598,0.04375887466812008,0.10447639274628331,0.06034950687737954,0.3666729668169656
"frozenset({'Native-country_Un***********', 'Income_<=50K', 'Education_Bachelors'})",frozenset({'Workclass_Private'}),0.08370250690571741,0.6967217386772294,0.05373429926512743,0.6419676214196762,0.9214117857704464,1.0,-0.004583056877866802,0.8470693698858601,-0.08515581160903557,0.07394391450907264,-0.18054085716113993,0.35954604889056824
"frozenset({'Income_<=50K', 'Workclass_Private', 'Education_Bachelors'})",frozenset({'Native-country_Un***********'}),0.06196904153854172,0.8909678428102361,0.05373429926512743,0.8671152228763668,0.9732284165737847,1.0,-0.0014781239954849978,0.8205014867001857,-0.028489804449150346,0.05975772329449951,-0.21876683492884846,0.4637126275247584
"frozenset({'Workclass_Private', 'Marital-status_Married-civ-spouse', 'Education_HS-grad'})",frozenset({'Relationship_Husband'}),0.10105800802626778,0.4065252514723511,0.08959191118986815,0.886539453326457,2.1807733962788114,1.0,0.04850927906369476,5.230670624523236,0.6023159323224768,0.21433915211970078,0.8088199254390736,0.5534620343555362
"frozenset({'Workclass_Private', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Marital-status_Married-civ-spouse'}),0.08964402981185178,0.46124980455516756,0.08959191118986815,0.9994186046511628,2.1667621206148997,1.0,0.0482436199596139,926.6503361651809,0.5915069363909465,0.19421534289910747,0.9989208442915606,0.596827946393378
"frozenset({'Marital-status_Married-civ-spouse', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Workclass_Private'}),0.1319643508625632,0.6967217386772294,0.08959191118986815,0.6789099526066351,0.9744348639036137,1.0,-0.002350520786508825,0.9445271312044959,-0.02933768901506509,0.12121853183837528,-0.058730836799534794,0.4037503084397628
"frozenset({'Marital-status_Married-civ-spouse', 'Education_HS-grad'})","frozenset({'Workclass_Private', 'Relationship_Husband'})",0.14879866576327722,0.2642414134570282,0.08959191118986815,0.6021015761821367,2.2786041306127527,1.0,0.050273141428059866,1.8491115885388953,0.659226909857798,0.2769900096680632,0.45919975506174515,0.4705774153100033
"frozenset({'Education_HS-grad', 'Relationship_Husband'})","frozenset({'Workclass_Private', 'Marital-status_Married-civ-spouse'})",0.13206858810653047,0.2988481784541617,0.08959191118986815,0.6783741120757696,2.269962345378059,1.0,0.05012345420321856,2.180022964168288,0.6445947806346056,0.2624828218048557,0.5412892357390762,0.48908241704241917
"frozenset({'Race_White', 'Marital-status_Married-civ-spouse', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.1337363840100068,0.6967217386772294,0.09068640225152447,0.6780982073265782,0.9732697713925086,1.0,-0.0024906437403330872,0.9421453009131102,-0.030730108017281068,0.12258700859518105,-0.06140740608780627,0.40412989360942914
"frozenset({'Workclass_Private', 'Marital-status_Married-civ-spouse', 'Education_HS-grad'})",frozenset({'Race_White'}),0.10105800802626778,0.8543284515557409,0.09068640225152447,0.8973697782362042,1.0503803035028092,1.0,0.004349670737135478,1.4193825750423037,0.05335591133004923,0.10487613766499909,0.29546831306549204,0.5017595596891123
"frozenset({'Marital-status_Married-civ-spouse', 'Education_HS-grad'})","frozenset({'Race_White', 'Workclass_Private'})",0.14879866576327722,0.5960806796268306,0.09068640225152447,0.6094570928196147,1.0224406085450684,1.0,0.0019903924357845687,1.0342508158434067,0.02578482831814565,0.13862332695984703,0.03311654708773515,0.38079744559665707
"frozenset({'Sex_Male', 'Marital-status_Married-civ-spouse', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.13269401157033409,0.6967217386772294,0.09032157189763902,0.6806755695208169,0.9769690419206997,1.0,-0.002129230555700537,0.9497496350895125,-0.02646135346833575,0.1222057682815034,-0.05290906471972635,0.4051567554366502
"frozenset({'Workclass_Private', 'Marital-status_Married-civ-spouse', 'Education_HS-grad'})",frozenset({'Sex_Male'}),0.10105800802626778,0.6731641215406264,0.09032157189763902,0.8937596699329551,1.3276995034843302,1.0,0.022292946699990893,3.076382370547209,0.2745644610726838,0.1320682822740436,0.6749428778509982,0.5139671685062731
"frozenset({'Marital-status_Married-civ-spouse', 'Education_HS-grad'})","frozenset({'Sex_Male', 'Workclass_Private'})",0.14879866576327722,0.461614634909053,0.09032157189763902,0.6070052539404553,1.3149610260083004,1.0,0.021633930126369605,1.3699556304230422,0.281391931048742,0.17366469586130873,0.2700493521157325,0.40133485007060027
"frozenset({'Native-country_Un***********', 'Marital-status_Married-civ-spouse', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.13712409443894302,0.6967217386772294,0.09308385886277167,0.6788293424553402,0.9743191646985796,1.0,-0.002453478629269326,0.9442900657280586,-0.029640943387099692,0.12565960740167453,-0.05899663280793749,0.40621598780457013
"frozenset({'Workclass_Private', 'Marital-status_Married-civ-spouse', 'Education_HS-grad'})",frozenset({'Native-country_Un***********'}),0.10105800802626778,0.8909678428102361,0.09308385886277167,0.9210933470861269,1.0338121117602526,1.0,0.0030444234529083264,1.3817866195487074,0.036383042349587606,0.10354823747680891,0.2762992593410691,0.5127841698870237
"frozenset({'Marital-status_Married-civ-spouse', 'Education_HS-grad'})","frozenset({'Native-country_Un***********', 'Workclass_Private'})",0.14879866576327722,0.6157294001146609,0.09308385886277167,0.625569176882662,1.0159806836674823,1.0,0.001464145654487048,1.0262792915553256,0.01847896352258391,0.1386323061398743,0.025606374182508693,0.3883728735268228
"frozenset({'Income_<=50K', 'Marital-status_Married-civ-spouse', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.10230885495387503,0.6967217386772294,0.06999530932402147,0.684156902699949,0.9819657758904788,1.0,-0.0012854939815188093,0.9602181080267719,-0.02004835824499615,0.09601086645696309,-0.04143005806772288,0.39231034841759865
"frozenset({'Workclass_Private', 'Marital-status_Married-civ-spouse', 'Education_HS-grad'})",frozenset({'Income_<=50K'}),0.10105800802626778,0.7574399332881638,0.06999530932402147,0.6926250644662196,0.9144290313020956,1.0,-0.006550061533629525,0.7891341767688762,-0.09428376710285387,0.08876991208936479,-0.26721162184930025,0.39251772042549954
"frozenset({'Race_White', 'Marital-status_Never-married', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.07609318809610674,0.6967217386772294,0.06572158232136342,0.8636986301369863,1.2396608031447005,1.0,0.01270580400955048,2.225056590609272,0.2092502433708317,0.09294611925996903,0.5505732284650896,0.4790141864030234
"frozenset({'Workclass_Private', 'Marital-status_Never-married', 'Education_HS-grad'})",frozenset({'Race_White'}),0.08036691509876479,0.8543284515557409,0.06572158232136342,0.817769130998703,0.9572069495163563,1.0,-0.0029381598112759866,0.7993791021389591,-0.04635937370483676,0.07563126012115395,-0.25097090645004894,0.4473484503212158
"frozenset({'Marital-status_Never-married', 'Education_HS-grad'})","frozenset({'Race_White', 'Workclass_Private'})",0.09548131547401886,0.5960806796268306,0.06572158232136342,0.6883187772925764,1.154740961783043,1.0,0.008807014901946436,1.295937294086946,0.1481505191651411,0.10501332445036643,0.22835772644034372,0.3992874816776776
"frozenset({'Native-country_Un***********', 'Marital-status_Never-married', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.08693386146870277,0.6967217386772294,0.07275759628915411,0.8369304556354915,1.2012406233002824,1.0,0.012188885176754115,1.8598093378175773,0.18347775014961226,0.10234604105571847,0.4623104746998067,0.47067947078602823
"frozenset({'Workclass_Private', 'Marital-status_Never-married', 'Education_HS-grad'})",frozenset({'Native-country_Un***********'}),0.08036691509876479,0.8909678428102361,0.07275759628915411,0.9053177691309987,1.016105998029627,1.0,0.0011532593102942523,1.1515588108672323,0.01723590292792985,0.08096978133518937,0.13161187204420266,0.4934895368029957
"frozenset({'Marital-status_Never-married', 'Education_HS-grad'})","frozenset({'Native-country_Un***********', 'Workclass_Private'})",0.09548131547401886,0.6157294001146609,0.07275759628915411,0.7620087336244541,1.2375708119224988,1.0,0.013966943190177786,1.614641603187938,0.2122293683479737,0.1139591836734694,0.3806675128241423,0.4400868113695319
"frozenset({'Income_<=50K', 'Marital-status_Never-married', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.09423046854641164,0.6967217386772294,0.07968937301297754,0.8456858407079646,1.2138071682872318,1.0,0.014036957130951655,1.9653300948801764,0.19447100386636695,0.11203927603136221,0.4911796229014807,0.4800317294503318
"frozenset({'Workclass_Private', 'Marital-status_Never-married', 'Education_HS-grad'})",frozenset({'Income_<=50K'}),0.08036691509876479,0.7574399332881638,0.07968937301297754,0.9915693904020754,1.3091063024595486,1.0,0.018816262201993617,28.771355605358277,0.25675467457250883,0.10511480819469271,0.9652432087762398,0.54838911273355
"frozenset({'Marital-status_Never-married', 'Education_HS-grad'})","frozenset({'Income_<=50K', 'Workclass_Private'})",0.09548131547401886,0.5435972272893105,0.07968937301297754,0.8346069868995635,1.5353407725447674,1.0,0.027785994663364955,2.759504553155063,0.38548545464720396,0.14245784030559958,0.6376161079869732,0.49060167178151715
"frozenset({'Race_White', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Workclass_Private'}),0.11956011883045813,0.6967217386772294,0.08114869442851931,0.6787271142109852,0.974172437190767,1.0,-0.002151439439493627,0.9439895949449603,-0.02923231391362524,0.11038638780574264,-0.059333710196567795,0.39759964328143516
"frozenset({'Workclass_Private', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Race_White'}),0.08964402981185178,0.8543284515557409,0.08114869442851931,0.9052325581395348,1.0595837660458305,1.0,0.004563249248143303,1.5371476277553717,0.06177054159823308,0.09405013591060102,0.3494443982194114,0.5001089584255507
"frozenset({'Education_HS-grad', 'Relationship_Husband'})","frozenset({'Race_White', 'Workclass_Private'})",0.13206858810653047,0.5960806796268306,0.08114869442851931,0.6144435674822415,1.0308060443544433,1.0,0.0024251606726226616,1.0476269783271352,0.03443289778928927,0.12542290961817304,0.045461771520228116,0.3752903331859052
"frozenset({'Sex_Male', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Workclass_Private'}),0.13201646948454682,0.6967217386772294,0.08959191118986815,0.6786419265692856,0.9740501679447099,1.0,-0.0023868329634347124,0.9437393561800715,-0.029779153138906264,0.12120998448737838,-0.05961459957297108,0.403616295421088
"frozenset({'Workclass_Private', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Sex_Male'}),0.08964402981185178,0.6731641215406264,0.08959191118986815,0.9994186046511628,1.484658157900423,1.0,0.029246766610211215,562.1577109501644,0.35858970225346076,0.13308043663389332,0.9982211397611005,0.5662546724091987
"frozenset({'Education_HS-grad', 'Relationship_Husband'})","frozenset({'Sex_Male', 'Workclass_Private'})",0.13206858810653047,0.461614634909053,0.08959191118986815,0.6783741120757696,1.4695680352712872,1.0,0.02862711810811798,1.6739490983318523,0.3681488279376872,0.17772952853598017,0.40261026993202237,0.4362289438102682
"frozenset({'Native-country_Un***********', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Workclass_Private'}),0.12253088028352531,0.6967217386772294,0.08312920206389743,0.6784347086346235,0.9737527494443836,1.0,-0.0022407258888917786,0.9431312068384041,-0.0298032145950463,0.1129283489096573,-0.06029785967133175,0.39887474510127346
"frozenset({'Workclass_Private', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Native-country_Un***********'}),0.08964402981185178,0.8909678428102361,0.08312920206389743,0.9273255813953487,1.0408070155152123,1.0,0.0032592542016153525,1.5002824829311485,0.043067868419319234,0.09262485481997676,0.33345885766374544,0.5103138582612894
"frozenset({'Education_HS-grad', 'Relationship_Husband'})","frozenset({'Native-country_Un***********', 'Workclass_Private'})",0.13206858810653047,0.6157294001146609,0.08312920206389743,0.6294396211523283,1.02226663374384,1.0,0.0018106895350731844,1.036998615665015,0.0250960270180169,0.12506861130714342,0.03567855839545968,0.38222446606964644
"frozenset({'Income_<=50K', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Workclass_Private'}),0.09110335122739355,0.6967217386772294,0.06176056705060718,0.6779176201372997,0.9730105758209432,1.0,-0.0017131182158647493,0.941617052916879,-0.029614595947273187,0.08506209173785083,-0.0620028565776991,0.3832810721871418
"frozenset({'Workclass_Private', 'Education_HS-grad', 'Relationship_Husband'})",frozenset({'Income_<=50K'}),0.08964402981185178,0.7574399332881638,0.06176056705060718,0.6889534883720929,0.9095816817859593,1.0,-0.0061394009097639965,0.7798192798959964,-0.0984454164372678,0.07864348287762145,-0.28234839248058713,0.3852460278852139
"frozenset({'Relationship_Not-in-family', 'Race_White', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.06671183613905249,0.6967217386772294,0.05347370615520926,0.8015625,1.150477235749551,1.0,0.006994119690058177,1.5283313956423081,0.14014480925979794,0.07531933636764059,0.34569164590135737,0.43915647441651706
"frozenset({'Relationship_Not-in-family', 'Workclass_Private', 'Education_HS-grad'})",frozenset({'Race_White'}),0.06077031323291812,0.8543284515557409,0.05347370615520926,0.8799313893653516,1.0299684948604808,1.0,0.0015558985503729694,1.2132358963286154,0.030979127340390093,0.062061456569078154,0.17575798488479488,0.47126144870903014
"frozenset({'Relationship_Not-in-family', 'Education_HS-grad'})","frozenset({'Race_White', 'Workclass_Private'})",0.07666649293792673,0.5960806796268306,0.05347370615520926,0.6974847042828008,1.1701179523541225,1.0,0.007774290940164283,1.3352029668964769,0.15745697659014196,0.08634909947820234,0.2510501962676258,0.39359677200674975
"frozenset({'Relationship_Not-in-family', 'Native-country_Un***********', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.07041225829989055,0.6967217386772294,0.05602751863240736,0.7957068837897854,1.142072709401153,1.0,0.0069697676055174435,1.4845251124893593,0.13382169325690926,0.07878921137496336,0.3263839112003113,0.4380614012006976
"frozenset({'Relationship_Not-in-family', 'Workclass_Private', 'Education_HS-grad'})",frozenset({'Native-country_Un***********'}),0.06077031323291812,0.8909678428102361,0.05602751863240736,0.9219554030874786,1.0347796618332525,1.0,0.0018831237443719534,1.397049398717195,0.03578538217041354,0.06255091353427208,0.2842056974375963,0.4924196436320692
"frozenset({'Relationship_Not-in-family', 'Education_HS-grad'})","frozenset({'Native-country_Un***********', 'Workclass_Private'})",0.07666649293792673,0.6157294001146609,0.05602751863240736,0.7307953772943576,1.1868775100852242,1.0,0.008821704926842852,1.427429425331651,0.17052676072608136,0.08804258804258806,0.29943997072383566,0.4108945567697453
"frozenset({'Relationship_Not-in-family', 'Income_<=50K', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.07322666388700683,0.6967217386772294,0.05852921248762183,0.799288256227758,1.1472130290426386,1.0,0.007510603906733346,1.5110140324769243,0.1384613774442283,0.08227106227106226,0.33819277749475724,0.4416474195561292
"frozenset({'Relationship_Not-in-family', 'Workclass_Private', 'Education_HS-grad'})",frozenset({'Income_<=50K'}),0.06077031323291812,0.7574399332881638,0.05852921248762183,0.9631217838765009,1.271548728221181,1.0,0.012499350486579505,6.577326460139571,0.22737512676291435,0.07704445664105379,0.8479625413060644,0.5201970991907103
"frozenset({'Relationship_Not-in-family', 'Education_HS-grad'})","frozenset({'Income_<=50K', 'Workclass_Private'})",0.07666649293792673,0.5435972272893105,0.05852921248762183,0.7634262406526172,1.4043968628381367,1.0,0.01685351950056936,1.929219766256966,0.3118597533820945,0.10419372796437186,0.48165573591432753,0.43554821140972183
"frozenset({'Race_White', 'Education_HS-grad', 'Sex_Female'})",frozenset({'Workclass_Private'}),0.0832334393078647,0.6967217386772294,0.06530463334549434,0.7845961177207263,1.1261255019978738,1.0,0.007314086794833197,1.4079516957339087,0.12216796799676216,0.09137981330221702,0.28974836066464615,0.4391637081721525
"frozenset({'Workclass_Private', 'Education_HS-grad', 'Sex_Female'})",frozenset({'Race_White'}),0.08026267785479752,0.8543284515557409,0.06530463334549434,0.8136363636363636,0.9523695039708948,1.0,-0.0032660559439120773,0.781652211164317,-0.051572699049414895,0.07512440793812578,-0.2793413563181009,0.4450380451661564
"frozenset({'Education_HS-grad', 'Sex_Female'})","frozenset({'Race_White', 'Workclass_Private'})",0.1040808881013186,0.5960806796268306,0.06530463334549434,0.6274411617426139,1.0526111366927982,1.0,0.0032640268298962383,1.0841759177220687,0.05578801684566694,0.10286511780641984,0.07764046069103651,0.3684989318374694
"frozenset({'Race_White', 'Sex_Male', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.19216135925366135,0.6967217386772294,0.13999061864804294,0.7285055600759424,1.0456191039180958,1.0,0.006107622322252287,1.1170698796174372,0.05400682151178122,0.18693019695177113,0.10480085601943724,0.46471657417321954
"frozenset({'Race_White', 'Workclass_Private', 'Education_HS-grad'})",frozenset({'Sex_Male'}),0.2052952519935373,0.6731641215406264,0.13999061864804294,0.6818989591266819,1.0129757919451567,1.0,0.0017932206833518594,1.0274593178383657,0.016118662389178872,0.18956877690733293,0.026725455073137516,0.4449290397987079
"frozenset({'Sex_Male', 'Workclass_Private', 'Education_HS-grad'})",frozenset({'Race_White'}),0.15948298326992236,0.8543284515557409,0.13999061864804294,0.8777777777777777,1.027447670950599,1.0,0.003739768501560048,1.1918581236348462,0.03178332115416149,0.16020517714422042,0.16097396143907677,0.5208190987473563
"frozenset({'Sex_Male', 'Education_HS-grad'})","frozenset({'Race_White', 'Workclass_Private'})",0.2192630426851514,0.5960806796268306,0.13999061864804294,0.638459710007131,1.0710961314948695,1.0,0.009292155147231113,1.1172180018474185,0.08501837147966958,0.20728507485723105,0.10491954269765451,0.43665575340349555
"frozenset({'Race_White', 'Native-country_Un***********', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.2572053994892375,0.6967217386772294,0.1913795799239068,0.7440729483282675,1.067962871003476,1.0,0.012178986794593893,1.1850183845034625,0.08567356215570708,0.25097395940127126,0.15613123553436475,0.5093793826021948
"frozenset({'Race_White', 'Workclass_Private', 'Education_HS-grad'})",frozenset({'Native-country_Un***********'}),0.2052952519935373,0.8909678428102361,0.1913795799239068,0.9322162985529322,1.0462962340061486,1.0,0.008468112116041066,1.6085305886534826,0.05567820101982728,0.21149637138578503,0.37831458907032023,0.5735079737865567
"frozenset({'Native-country_Un***********', 'Workclass_Private', 'Education_HS-grad'})",frozenset({'Race_White'}),0.21936727992911867,0.8543284515557409,0.1913795799239068,0.872416250890948,1.0211719500881296,1.0,0.0039678713400680965,1.1417719690910366,0.026559214953173108,0.2169059011164274,0.12416837418412117,0.5482139819608474
"frozenset({'Race_White', 'Education_HS-grad'})","frozenset({'Native-country_Un***********', 'Workclass_Private'})",0.27539479856152604,0.6157294001146609,0.1913795799239068,0.6949280847842543,1.1286257967458513,1.0,0.02181090581092049,1.2596066065720417,0.15728114353463937,0.27349918069417545,0.20610133768554012,0.50287287936521
"frozenset({'Native-country_Un***********', 'Education_HS-grad'})","frozenset({'Race_White', 'Workclass_Private'})",0.2968155521967999,0.5960806796268306,0.1913795799239068,0.6447761194029851,1.08169269939539,1.0,0.0144535638466253,1.1370838010505186,0.1074014367910752,0.2728083209509658,0.12055734232065483,0.48291966764063743
"frozenset({'Workclass_Private', 'Education_HS-grad'})","frozenset({'Race_White', 'Native-country_Un***********'})",0.23974566112471987,0.7825611090842758,0.1913795799239068,0.7982608695652174,1.0200620249315901,1.0,0.003763949456003085,1.0778220885908742,0.025869574081317796,0.23032051684124696,0.07220309308433027,0.521408157060331
"frozenset({'Race_White', 'Income_<=50K', 'Education_HS-grad'})",frozenset({'Workclass_Private'}),0.22833168291030384,0.6967217386772294,0.17371136707145463,0.7607852088564255,1.0919498655242545,1.0,0.014627719959089902,1.2678073118845976,0.1091233599923547,0.23120144284128744,0.2112366046276398,0.5050559796526293
