Age,Workclass,fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income
22-26,Private,151790,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,***********,<=50K
27-31,Private,195750,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,27,Un***********,<=50K
37-41,Private,172232,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,30,Un***********,<=50K
27-31,Self-emp-inc,173858,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,40,***********,>50K
42-46,Self-emp-inc,191196,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,***********,>50K
42-46,Private,128170,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,Un***********,>50K
32-36,Private,122612,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,***********,<=50K
17-21,Private,180339,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Female,0,1602,30,Un***********,<=50K
57-61,Self-emp-not-inc,27385,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,Un***********,<=50K
17-21,Private,312017,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
62-66,Private,102041,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,<=50K
17-21,Self-emp-not-inc,54152,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,Un***********,<=50K
17-21,Private,231562,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,33,Un***********,<=50K
47-51,Self-emp-inc,362795,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,99999,0,80,***********,>50K
42-46,Local-gov,56651,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,Un***********,<=50K
32-36,Private,491000,Assoc-voc,11,Divorced,Prof-specialty,Own-child,Black,Male,0,0,40,Un***********,<=50K
37-41,Private,405644,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,77,***********,<=50K
17-21,Private,256356,11th,7,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,40,***********,<=50K
52-56,Private,36480,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,Un***********,>50K
22-26,Private,216181,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,36,***********,<=50K
22-26,Local-gov,196816,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,50,Un***********,<=50K
37-41,Private,353142,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Un***********,<=50K
22-26,Private,185952,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,Un***********,<=50K
42-46,State-gov,178686,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,Un***********,>50K
22-26,Private,257910,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,60,Un***********,<=50K
27-31,Self-emp-not-inc,104423,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,4386,0,45,Un***********,>50K
32-36,Self-emp-not-inc,155151,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,Un***********,<=50K
22-26,Private,254933,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Self-emp-not-inc,52498,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,50,Un***********,<=50K
47-51,Private,114754,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Local-gov,135439,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,Un***********,<=50K
22-26,Private,498349,Bachelors,13,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,Un***********,<=50K
22-26,?,199426,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,40,Un***********,<=50K
22-26,?,170428,Bachelors,13,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,0,0,28,***********,<=50K
27-31,Private,27153,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,Un***********,<=50K
42-46,Private,201723,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,Un***********,>50K
22-26,Private,189277,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Un***********,<=50K
32-36,Self-emp-not-inc,454915,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Self-emp-not-inc,348038,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,***********,>50K
22-26,Private,28473,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
47-51,Local-gov,96190,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Un***********,<=50K
22-26,Private,222248,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,Un***********,<=50K
22-26,Private,175424,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Un***********,<=50K
52-56,Private,193720,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,Un***********,>50K
32-36,Private,216864,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,3770,45,Un***********,<=50K
32-36,Private,114059,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Un***********,<=50K
32-36,Private,30433,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,35,Un***********,<=50K
17-21,Private,109952,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,40,Un***********,<=50K
37-41,Self-emp-not-inc,194534,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,99999,0,60,Un***********,>50K
27-31,Private,206609,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Private,187720,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,Un***********,<=50K
42-46,Private,222434,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
47-51,Private,331482,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,Un***********,>50K
*,Self-emp-not-inc,166027,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,50,*,<=50K
27-31,Private,234447,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,Un***********,<=50K
52-56,Private,143822,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,>50K
17-21,?,123983,Some-college,10,Never-married,?,Other-relative,Asian-Pac-Islander,Male,0,0,10,***********,<=50K
62-66,Local-gov,249078,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,Un***********,<=50K
47-51,Private,228057,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
17-21,Private,275691,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,Un***********,<=50K
42-46,Private,157367,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,***********,<=50K
22-26,Private,181666,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,Un***********,<=50K
22-26,Private,241857,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,Un***********,<=50K
62-66,Private,205309,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,Un***********,<=50K
22-26,Private,509866,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,78,Un***********,<=50K
42-46,Private,498079,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Un***********,<=50K
27-31,Private,71733,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,15,Un***********,<=50K
52-56,Private,222107,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,50,Un***********,<=50K
37-41,Private,168730,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Un***********,>50K
37-41,Private,256636,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Private,234640,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,35,Un***********,<=50K
22-26,Private,218678,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,Un***********,<=50K
37-41,Private,216237,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,Un***********,>50K
17-21,Private,212619,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Un***********,<=50K
37-41,?,338212,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,20,Un***********,<=50K
72-76,Federal-gov,181508,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,17,Un***********,<=50K
37-41,Private,110607,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,32,Un***********,<=50K
52-56,Local-gov,172991,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
*,Private,183616,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,*,<=50K
37-41,Self-emp-not-inc,355918,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,Un***********,<=50K
57-61,Private,52152,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Un***********,<=50K
17-21,Private,386864,10th,6,Never-married,Other-service,Other-relative,White,Male,0,0,35,***********,<=50K
32-36,Local-gov,308945,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,>50K
27-31,Private,157391,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,Un***********,<=50K
32-36,Private,356882,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Un***********,>50K
42-46,Self-emp-not-inc,34037,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,Un***********,<=50K
42-46,Private,281422,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,45,Un***********,<=50K
32-36,Private,345705,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1408,38,Un***********,<=50K
37-41,Private,270147,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Un***********,>50K
22-26,Private,167848,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Un***********,<=50K
32-36,Private,308945,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
62-66,?,222289,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,7688,0,54,Un***********,>50K
37-41,Private,175398,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,Un***********,<=50K
37-41,Local-gov,134524,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Female,0,0,45,Un***********,<=50K
22-26,Private,148460,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,4416,0,40,***********,<=50K
22-26,Private,194342,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Un***********,<=50K
22-26,Private,188626,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,Un***********,<=50K
52-56,Private,279129,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37,Un***********,>50K
27-31,Private,396538,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,29,Un***********,<=50K
42-46,Private,428350,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,15,Un***********,<=50K
52-56,Local-gov,52953,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,1669,38,Un***********,<=50K
52-56,Private,155657,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,20,***********,<=50K
42-46,?,396116,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Self-emp-not-inc,152752,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,Un***********,<=50K
57-61,Private,145574,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
67-71,Private,107910,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,Un***********,<=50K
17-21,Private,272800,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,Un***********,<=50K
47-51,Private,125120,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,Un***********,<=50K
32-36,Private,185216,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Un***********,<=50K
57-61,Private,366618,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,Un***********,<=50K
17-21,Private,146378,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,***********,<=50K
27-31,Private,52028,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,***********,<=50K
47-51,Private,241832,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,***********,<=50K
47-51,Private,195612,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,Un***********,>50K
57-61,Federal-gov,497253,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,Un***********,>50K
47-51,Private,180695,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,Un***********,<=50K
17-21,Private,274057,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,8,Un***********,<=50K
22-26,Local-gov,304386,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Un***********,<=50K
42-46,Local-gov,331482,Assoc-acdm,12,Divorced,Tech-support,Own-child,White,Male,0,0,40,Un***********,<=50K
22-26,Private,51961,12th,8,Never-married,Sales,Other-relative,Black,Male,0,0,51,Un***********,<=50K
22-26,Private,133373,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Un***********,<=50K
52-56,Private,282674,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,Un***********,>50K
42-46,Self-emp-not-inc,127482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,***********,>50K
37-41,Private,175681,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,***********,<=50K
52-56,Private,196278,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,Un***********,<=50K
17-21,?,208874,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,Un***********,<=50K
47-51,Self-emp-inc,125892,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,>50K
47-51,Private,178241,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Un***********,>50K
37-41,Private,195394,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,Un***********,>50K
52-56,Private,215990,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,Un***********,>50K
42-46,Local-gov,177937,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,Un***********,>50K
32-36,Private,209103,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3464,0,40,Un***********,<=50K
22-26,?,34616,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,Un***********,<=50K
42-46,Private,358886,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,>50K
27-31,Private,312667,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
72-76,Private,123160,10th,6,Widowed,Other-service,Not-in-family,White,Female,0,0,10,Un***********,<=50K
27-31,Private,80933,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,State-gov,210830,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,Un***********,<=50K
17-21,Private,250249,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,Un***********,<=50K
37-41,Private,238980,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Un***********,<=50K
47-51,Private,121253,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,Female,0,2472,70,Un***********,>50K
32-36,Federal-gov,72338,Assoc-voc,11,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,40,Un***********,<=50K
47-51,Private,99185,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Un***********,>50K
27-31,Private,211880,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,<=50K
47-51,Private,28334,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Un***********,>50K
47-51,Private,221672,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,Un***********,>50K
27-31,Private,270366,10th,6,Divorced,Sales,Not-in-family,White,Female,0,0,40,Un***********,<=50K
62-66,Local-gov,190660,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,>50K
37-41,Self-emp-not-inc,29054,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,Un***********,<=50K
57-61,Private,160625,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,47,Un***********,<=50K
47-51,Private,199688,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,***********,>50K
37-41,Self-emp-inc,142444,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Un***********,<=50K
32-36,Private,38948,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
52-56,Private,257765,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,***********,<=50K
27-31,Private,224634,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,Un***********,>50K
52-56,Private,68898,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Private,264961,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,45,Un***********,<=50K
47-51,Self-emp-not-inc,243631,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,30,***********,<=50K
37-41,Federal-gov,219240,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,22,Un***********,<=50K
27-31,Local-gov,177072,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,16,Un***********,<=50K
72-76,?,224680,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,1258,20,Un***********,<=50K
22-26,Private,157028,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,Un***********,>50K
37-41,Private,183898,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,60,***********,>50K
27-31,Private,173495,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Federal-gov,84278,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,Un***********,>50K
47-51,State-gov,172962,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
32-36,Private,169638,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,36,Un***********,<=50K
52-56,Private,176317,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,Un***********,<=50K
42-46,Private,76280,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Un***********,<=50K
17-21,Private,210308,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,Un***********,<=50K
32-36,Private,137076,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,Un***********,>50K
32-36,Private,252168,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Un***********,<=50K
37-41,Local-gov,99185,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Private,83517,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,60,Un***********,<=50K
37-41,Private,91711,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,>50K
42-46,Private,106760,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,***********,>50K
32-36,Private,177102,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,Un***********,<=50K
67-71,Self-emp-not-inc,127543,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,2414,0,80,Un***********,<=50K
27-31,Private,87891,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Un***********,<=50K
22-26,Private,456367,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,177907,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,2176,0,20,***********,<=50K
22-26,Local-gov,77698,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Un***********,<=50K
17-21,?,137363,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,Un***********,<=50K
37-41,Private,224910,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Un***********,<=50K
72-76,Private,256474,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,16,Un***********,<=50K
17-21,Private,265099,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,16,Un***********,<=50K
37-41,Self-emp-not-inc,154410,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Un***********,<=50K
62-66,Private,244087,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,Un***********,>50K
47-51,Private,177775,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,Un***********,<=50K
32-36,Private,192002,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,>50K
32-36,Private,130040,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Un***********,<=50K
42-46,Private,363677,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,30,Un***********,>50K
22-26,Local-gov,249214,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Un***********,<=50K
47-51,Self-emp-not-inc,111959,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,***********,>50K
32-36,Private,37314,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,Un***********,<=50K
62-66,Private,43313,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
37-41,Private,32916,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Un***********,<=50K
47-51,?,76437,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,40,Un***********,<=50K
37-41,Private,368140,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,>50K
42-46,State-gov,167581,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,Un***********,<=50K
22-26,?,195143,Some-college,10,Never-married,?,Own-child,White,Female,0,0,29,Un***********,<=50K
17-21,Private,159299,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,Un***********,<=50K
67-71,Private,216608,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Un***********,<=50K
47-51,Private,235683,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Un***********,>50K
27-31,Private,296509,7th-8th,4,Separated,Farming-fishing,Not-in-family,White,Male,0,0,45,***********,<=50K
32-36,Private,165930,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
62-66,Private,204042,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,20,Un***********,<=50K
42-46,Self-emp-inc,110702,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,2036,0,60,Un***********,<=50K
22-26,Private,378104,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Un***********,<=50K
72-76,Private,225780,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,Un***********,<=50K
22-26,Private,276310,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,***********,<=50K
52-56,Local-gov,98545,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,111985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,<=50K
52-56,Private,457237,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,<=50K
57-61,Private,128230,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,Un***********,<=50K
22-26,Private,51973,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,Un***********,<=50K
27-31,Private,357348,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,50,Un***********,<=50K
42-46,?,32533,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,45,Un***********,<=50K
27-31,Private,181916,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Un***********,<=50K
57-61,Federal-gov,197311,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,Un***********,<=50K
32-36,Private,426467,1st-4th,2,Never-married,Craft-repair,Not-in-family,White,Male,3674,0,40,***********,<=50K
47-51,Private,161558,10th,6,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,45,Un***********,<=50K
22-26,Private,210165,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Un***********,<=50K
67-71,Self-emp-inc,73559,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,50,Un***********,>50K
22-26,Private,63062,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,Un***********,<=50K
37-41,Private,253420,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,25,Un***********,<=50K
17-21,?,274746,HS-grad,9,Never-married,?,Unmarried,White,Female,0,0,20,Un***********,<=50K
47-51,Private,138847,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,>50K
17-21,Private,198668,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Un***********,<=50K
47-51,State-gov,99086,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,Un***********,<=50K
17-21,?,180339,Some-college,10,Never-married,?,Own-child,White,Female,0,0,25,Un***********,<=50K
67-71,Private,213720,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Private,121264,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
42-46,Local-gov,339681,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,45,Un***********,<=50K
37-41,Private,286026,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Un***********,>50K
