Age,Workclass,fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income
47-51,Private,176969,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,Un***********,<=50K
37-41,Local-gov,188612,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,<=50K
37-41,State-gov,151038,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
42-46,Self-emp-inc,269733,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,Un***********,<=50K
32-36,Private,214378,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,Un***********,>50K
37-41,Private,219137,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,Un***********,<=50K
22-26,Private,107801,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Un***********,<=50K
22-26,Private,25386,Assoc-voc,11,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,Un***********,<=50K
22-26,Private,179413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Private,82098,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,55,Un***********,<=50K
32-36,Private,218689,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,Un***********,>50K
22-26,Private,235795,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,48,Un***********,<=50K
22-26,State-gov,64292,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,43,Un***********,<=50K
32-36,Private,191335,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,Un***********,<=50K
27-31,Private,141545,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,45,Un***********,<=50K
52-56,Private,202220,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,0,0,38,Un***********,<=50K
52-56,Local-gov,84564,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,39,Un***********,<=50K
32-36,Private,146161,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Un***********,>50K
22-26,Self-emp-not-inc,231714,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Private,37933,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,Un***********,<=50K
22-26,?,114292,9th,5,Never-married,?,Own-child,White,Male,0,0,40,Un***********,<=50K
22-26,Private,204160,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,Un***********,<=50K
27-31,Private,114691,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,>50K
17-21,Private,262819,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,Un***********,<=50K
32-36,Self-emp-not-inc,70985,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4064,0,40,Un***********,<=50K
22-26,Private,106705,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,28,Un***********,<=50K
42-46,Private,128485,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Un***********,<=50K
42-46,Private,319163,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Un***********,<=50K
52-56,Private,28729,11th,7,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Un***********,<=50K
17-21,?,115258,11th,7,Never-married,?,Own-child,White,Male,0,0,12,Un***********,<=50K
37-41,Federal-gov,33487,Some-college,10,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0,0,20,Un***********,<=50K
17-21,Private,654141,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,Un***********,<=50K
42-46,Self-emp-not-inc,27242,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Un***********,<=50K
27-31,Private,214702,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Un***********,<=50K
42-46,Private,103459,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Un***********,>50K
77-81,Private,86111,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,Un***********,<=50K
52-56,Private,161691,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,2559,40,Un***********,>50K
27-31,Private,179915,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,99,Un***********,<=50K
22-26,Private,259688,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Un***********,<=50K
37-41,Private,63509,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Un***********,<=50K
67-71,Private,168794,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,Un***********,<=50K
22-26,Private,145964,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,Un***********,<=50K
27-31,Private,96226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Un***********,<=50K
17-21,Private,92863,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,20,Un***********,<=50K
47-51,Private,29580,11th,7,Married-civ-spouse,Sales,Husband,White,Male,4386,0,30,Un***********,>50K
32-36,?,55921,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Un***********,<=50K
17-21,Private,137895,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Un***********,<=50K
27-31,Local-gov,47085,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
47-51,Private,235646,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,Un***********,>50K
47-51,Private,162327,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,***********,>50K
27-31,Private,262208,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,***********,<=50K
27-31,Private,197672,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Self-emp-inc,117570,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,60,Un***********,<=50K
22-26,Private,470203,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,Un***********,<=50K
22-26,Private,120238,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2885,0,43,Un***********,<=50K
*,Private,234460,9th,5,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,*,<=50K
72-76,Self-emp-not-inc,119129,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2149,20,Un***********,<=50K
22-26,Private,86872,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Private,337693,5th-6th,3,Never-married,Other-service,Own-child,White,Female,0,0,40,***********,<=50K
72-76,?,211453,HS-grad,9,Widowed,?,Not-in-family,Black,Female,0,0,2,Un***********,<=50K
32-36,Private,273604,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Un***********,<=50K
27-31,Private,333119,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
27-31,Private,429507,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Un***********,<=50K
27-31,Private,150441,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,Un***********,<=50K
37-41,State-gov,309056,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Un***********,>50K
47-51,Private,185041,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
17-21,?,145886,11th,7,Never-married,?,Own-child,White,Female,0,0,30,Un***********,<=50K
37-41,Private,343944,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,40,Un***********,<=50K
47-51,Private,411273,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Un***********,<=50K
27-31,Private,367329,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,290763,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,Un***********,<=50K
22-26,Private,174754,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,Un***********,<=50K
32-36,?,200426,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,12,Un***********,<=50K
27-31,?,291374,HS-grad,9,Separated,?,Unmarried,Black,Female,0,0,30,Un***********,<=50K
27-31,Private,446358,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,***********,<=50K
22-26,Private,65038,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,Un***********,<=50K
32-36,Private,214807,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,37,Un***********,<=50K
22-26,Private,178390,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Un***********,<=50K
72-76,?,35724,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,8,Un***********,<=50K
17-21,Private,447488,9th,5,Never-married,Other-service,Unmarried,White,Male,0,0,30,***********,<=50K
42-46,Private,187322,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Un***********,<=50K
37-41,Self-emp-not-inc,151322,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
42-46,Private,184378,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,377798,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Un***********,>50K
32-36,Private,157886,Assoc-acdm,12,Separated,Other-service,Unmarried,White,Female,0,0,40,Un***********,<=50K
47-51,?,167651,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Un***********,<=50K
57-61,State-gov,159908,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,32,Un***********,>50K
22-26,Private,178505,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,0,1504,45,Un***********,<=50K
47-51,Federal-gov,88564,7th-8th,4,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,Un***********,<=50K
42-46,Private,197583,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,***********,>50K
57-61,Local-gov,161944,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,Un***********,<=50K
42-46,Federal-gov,97863,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,40,Un***********,>50K
32-36,Private,167781,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Un***********,<=50K
52-56,Local-gov,365049,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,***********,<=50K
27-31,Private,125298,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,50,Un***********,<=50K
17-21,Private,472789,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,***********,<=50K
62-66,Self-emp-not-inc,97847,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Un***********,<=50K
67-71,Self-emp-not-inc,58213,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,45,Un***********,>50K
52-56,Private,92215,9th,5,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,Un***********,>50K
17-21,Private,278915,12th,8,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,52,Un***********,<=50K
47-51,Self-emp-not-inc,192755,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,20,Un***********,>50K
37-41,Private,198873,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,30,Un***********,>50K
17-21,Private,311974,1st-4th,2,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,***********,<=50K
32-36,Private,84306,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,50,Un***********,<=50K
37-41,Private,314007,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Un***********,<=50K
57-61,Private,141253,10th,6,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,48,Un***********,<=50K
37-41,State-gov,506329,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,***********,>50K
22-26,Private,195327,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,Un***********,<=50K
22-26,Private,384651,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Private,235924,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,Un***********,<=50K
22-26,Private,231714,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
37-41,Federal-gov,261241,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Un***********,>50K
22-26,Private,481175,Some-college,10,Never-married,Exec-managerial,Own-child,Other,Male,0,0,24,***********,<=50K
47-51,Private,106151,11th,7,Divorced,Transport-moving,Own-child,White,Male,0,0,40,Un***********,<=50K
37-41,Self-emp-inc,51264,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,>50K
52-56,?,487411,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,40,Un***********,>50K
47-51,Private,60267,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,Un***********,>50K
42-46,Self-emp-not-inc,216921,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,Un***********,<=50K
27-31,Private,132686,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Un***********,>50K
37-41,Private,271767,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,0,45,Un***********,>50K
52-56,Private,267652,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Private,227065,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,Un***********,<=50K
52-56,Private,302868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Un***********,>50K
*,Private,76860,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,*,>50K
27-31,Federal-gov,48458,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Un***********,<=50K
47-51,Private,138251,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Un***********,<=50K
62-66,State-gov,550848,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,>50K
37-41,Private,215503,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,45,Un***********,>50K
42-46,Private,88265,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Un***********,<=50K
47-51,Federal-gov,100067,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,40,Un***********,<=50K
32-36,State-gov,79440,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,30,***********,<=50K
47-51,Private,120724,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,<=50K
22-26,Private,234057,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,Un***********,<=50K
42-46,Self-emp-not-inc,121718,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,Un***********,<=50K
47-51,Self-emp-not-inc,208407,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,30,Un***********,<=50K
52-56,Private,156430,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
27-31,Private,118941,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,20,Un***********,<=50K
37-41,State-gov,199381,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,37,Un***********,>50K
52-56,Private,92430,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,>50K
32-36,Self-emp-not-inc,22641,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,Un***********,<=50K
42-46,Private,341638,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
37-41,Self-emp-not-inc,211785,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,20,Un***********,<=50K
32-36,Self-emp-inc,200689,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,40,Un***********,<=50K
37-41,Private,178431,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,***********,<=50K
27-31,Private,309196,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,Un***********,<=50K
37-41,Private,85074,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Un***********,<=50K
22-26,Private,181054,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,Un***********,<=50K
32-36,Private,239659,Some-college,10,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,70,Un***********,<=50K
52-56,Private,150999,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,Un***********,<=50K
47-51,Self-emp-inc,213140,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,>50K
27-31,Private,375827,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Un***********,<=50K
32-36,Private,297767,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,40,Un***********,<=50K
57-61,Self-emp-not-inc,165315,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,Un***********,>50K
17-21,Private,111232,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,Un***********,<=50K
42-46,Local-gov,167159,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,Un***********,>50K
22-26,Private,237720,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Un***********,<=50K
27-31,Private,237903,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,Un***********,<=50K
52-56,Private,156877,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,***********,<=50K
27-31,Private,223212,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,Un***********,<=50K
47-51,Private,454989,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Un***********,>50K
52-56,Private,220115,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,30,Un***********,<=50K
47-51,Federal-gov,110457,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Un***********,<=50K
57-61,Self-emp-inc,146103,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Un***********,>50K
27-31,Private,54318,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,>50K
27-31,Private,173858,Prof-school,15,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,***********,<=50K
22-26,Private,200318,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,Un***********,<=50K
62-66,Local-gov,188220,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,35,Un***********,>50K
17-21,Private,216672,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
67-71,Private,278139,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3432,0,40,Un***********,<=50K
17-21,Private,286391,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2176,0,20,Un***********,<=50K
42-46,Local-gov,73199,Assoc-voc,11,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,0,0,40,Un***********,<=50K
32-36,Private,173730,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Un***********,<=50K
47-51,Self-emp-not-inc,114758,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,4416,0,45,Un***********,<=50K
32-36,Private,172375,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,Un***********,<=50K
42-46,Private,233511,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,Un***********,>50K
42-46,Private,139907,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,50,Un***********,<=50K
27-31,Private,149769,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,***********,<=50K
42-46,Local-gov,293535,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,Un***********,>50K
*,Private,87372,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,72,*,>50K
32-36,Private,229732,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Un***********,<=50K
22-26,Private,82393,9th,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,***********,<=50K
47-51,Local-gov,114459,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,Un***********,>50K
42-46,Private,152629,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3103,0,40,Un***********,>50K
42-46,Self-emp-not-inc,319122,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,14084,0,45,Un***********,>50K
27-31,Private,380560,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,***********,<=50K
32-36,Private,112383,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,<=50K
62-66,?,197286,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Private,200835,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Federal-gov,149368,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
47-51,State-gov,223944,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,Un***********,<=50K
22-26,Self-emp-not-inc,151626,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,Un***********,<=50K
52-56,Local-gov,35305,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,57,Un***********,<=50K
17-21,Private,340557,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,Un***********,<=50K
52-56,Private,253784,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,20,Un***********,<=50K
37-41,Private,139907,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,Un***********,<=50K
32-36,Local-gov,174640,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,60,Un***********,>50K
57-61,?,175017,Bachelors,13,Divorced,?,Not-in-family,White,Male,0,0,25,Un***********,<=50K
27-31,Local-gov,191777,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,Un***********,<=50K
32-36,Private,126223,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Un***********,<=50K
72-76,?,114761,7th-8th,4,Widowed,?,Unmarried,White,Female,0,0,20,Un***********,<=50K
47-51,Private,118058,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Un***********,<=50K
27-31,Private,606111,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,***********,>50K
37-41,Private,176069,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,Un***********,<=50K
67-71,Private,269499,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,8,Un***********,<=50K
42-46,Self-emp-not-inc,177307,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,Un***********,>50K
22-26,Private,179010,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,Un***********,<=50K
42-46,State-gov,154176,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,1590,40,Un***********,<=50K
27-31,Private,220748,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,48,Un***********,<=50K
72-76,Private,127016,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,Un***********,<=50K
47-51,Private,558490,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,Un***********,<=50K
37-41,Private,101020,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
37-41,Local-gov,343079,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1740,20,Un***********,<=50K
62-66,State-gov,29276,7th-8th,4,Widowed,Other-service,Other-relative,White,Female,0,0,24,Un***********,<=50K
22-26,State-gov,289909,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Local-gov,117109,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,27,Un***********,<=50K
22-26,Private,247455,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,5178,0,42,Un***********,>50K
47-51,Private,30840,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Un***********,>50K
27-31,Private,168827,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
67-71,Private,180117,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Local-gov,179059,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Un***********,<=50K
37-41,Private,245053,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Un***********,>50K
57-61,Self-emp-not-inc,195835,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,Un***********,<=50K
27-31,Private,235389,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,30,***********,<=50K
47-51,Local-gov,265097,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,4386,0,40,Un***********,>50K
62-66,Private,200332,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
47-51,Private,266945,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3137,0,40,***********,<=50K
42-46,Private,178215,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Un***********,>50K
57-61,?,160155,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,12,Un***********,<=50K
17-21,Private,389143,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,Un***********,<=50K
47-51,Self-emp-not-inc,155489,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,***********,<=50K
42-46,Private,557349,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,***********,<=50K
27-31,Private,192924,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Un***********,<=50K
52-56,Private,245215,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Un***********,<=50K
